"Source";"Target";"Type";"Year"
20122;11411;"Directed";1990
20122;25589;"Directed";1990
20122;10231;"Directed";1990
20122;18417;"Directed";1990
20122;8785;"Directed";1990
20122;15500;"Directed";1990
20122;16684;"Directed";1990
20122;29098;"Directed";1990
20122;6501;"Directed";1990
20122;35881;"Directed";1990
20122;29392;"Directed";1990
20122;3413;"Directed";1990
20122;2001;"Directed";1990
20122;4709;"Directed";1990
20122;7041;"Directed";1990
20122;23253;"Directed";1990
20122;3536;"Directed";1990
20122;758;"Directed";1990
20122;13185;"Directed";1990
20122;26570;"Directed";1990
20122;1206;"Directed";1990
20122;33847;"Directed";1990
20122;18271;"Directed";1990
20122;5895;"Directed";1990
20122;13562;"Directed";1990
20122;5613;"Directed";1990
20122;18869;"Directed";1990
20122;368;"Directed";1990
20122;16210;"Directed";1990
20122;28023;"Directed";1990
20122;31399;"Directed";1990
20122;2691;"Directed";1990
20122;1811;"Directed";1990
20122;13801;"Directed";1990
20122;5625;"Directed";1990
20122;16505;"Directed";1990
20122;16807;"Directed";1990
20122;7643;"Directed";1990
20122;9408;"Directed";1990
20122;28287;"Directed";1990
20122;11470;"Directed";1990
20122;17107;"Directed";1990
20122;6511;"Directed";1990
20122;9127;"Directed";1990
20122;5832;"Directed";1990
20122;22978;"Directed";1990
20122;36814;"Directed";1990
20122;34719;"Directed";1990
20122;5223;"Directed";1990
20122;29154;"Directed";1990
20122;23297;"Directed";1990
20122;18607;"Directed";1990
20122;1836;"Directed";1990
20122;2129;"Directed";1990
20122;100;"Directed";1990
20122;34334;"Directed";1990
20122;27428;"Directed";1990
20122;28845;"Directed";1990
20122;12064;"Directed";1990
20122;9151;"Directed";1990
20122;28306;"Directed";1990
20122;24778;"Directed";1990
20122;34142;"Directed";1990
20122;18626;"Directed";1990
20122;11769;"Directed";1990
20122;21527;"Directed";1990
20122;19802;"Directed";1990
20122;13840;"Directed";1990
20122;26866;"Directed";1990
20122;34149;"Directed";1990
20122;18209;"Directed";1990
20122;12389;"Directed";1990
20122;22410;"Directed";1990
20122;16855;"Directed";1990
20122;6264;"Directed";1990
20122;25101;"Directed";1990
20122;26287;"Directed";1990
20122;33020;"Directed";1990
20122;37451;"Directed";1990
20122;23916;"Directed";1990
20122;3918;"Directed";1990
20122;23337;"Directed";1990
20122;32746;"Directed";1990
20122;21844;"Directed";1990
20122;36277;"Directed";1990
20122;11797;"Directed";1990
20122;18788;"Directed";1990
20122;32412;"Directed";1990
20122;26310;"Directed";1990
20122;34180;"Directed";1990
20122;26890;"Directed";1990
20122;15091;"Directed";1990
20122;9481;"Directed";1990
20122;14179;"Directed";1990
20122;23042;"Directed";1990
20122;20700;"Directed";1990
20122;16883;"Directed";1990
20122;31267;"Directed";1990
20122;29691;"Directed";1990
20122;731;"Directed";1990
20122;28352;"Directed";1990
20122;36201;"Directed";1990
20122;28065;"Directed";1990
20122;19752;"Directed";1990
20122;37410;"Directed";1990
20122;3944;"Directed";1990
20122;21860;"Directed";1990
20122;6240;"Directed";1990
20122;18954;"Directed";1990
20122;24549;"Directed";1990
20122;6863;"Directed";1990
20122;25370;"Directed";1990
20122;12677;"Directed";1990
20122;11241;"Directed";1990
20122;7152;"Directed";1990
20122;24250;"Directed";1990
20122;36902;"Directed";1990
20122;19779;"Directed";1990
20122;20143;"Directed";1990
20122;7159;"Directed";1990
20122;28600;"Directed";1990
20122;31574;"Directed";1990
20122;18387;"Directed";1990
20122;5131;"Directed";1990
20122;3261;"Directed";1990
20122;717;"Directed";1990
20122;28379;"Directed";1990
20122;21623;"Directed";1990
20122;24261;"Directed";1990
20122;20456;"Directed";1990
20122;6323;"Directed";1990
20122;1632;"Directed";1990
20122;29532;"Directed";1990
20122;35805;"Directed";1990
20122;16330;"Directed";1990
20122;6623;"Directed";1990
20122;26838;"Directed";1990
20122;22180;"Directed";1990
20122;24273;"Directed";1990
20122;5259;"Directed";1990
20122;34062;"Directed";1990
20122;23691;"Directed";1990
20122;22492;"Directed";1990
20122;6473;"Directed";1990
20122;29179;"Directed";1990
20122;8954;"Directed";1990
20122;10994;"Directed";1990
20122;27535;"Directed";1990
20122;28404;"Directed";1990
20122;31174;"Directed";1990
20122;15349;"Directed";1990
20122;21328;"Directed";1990
20122;8961;"Directed";1990
20122;32484;"Directed";1990
20122;14259;"Directed";1990
20122;29569;"Directed";1990
20122;17467;"Directed";1990
20122;31910;"Directed";1990
20122;24580;"Directed";1990
20122;9267;"Directed";1990
20122;10116;"Directed";1990
20122;35468;"Directed";1990
20122;27260;"Directed";1990
20122;5481;"Directed";1990
20122;10436;"Directed";1990
20122;32495;"Directed";1990
20122;22530;"Directed";1990
20122;30481;"Directed";1990
20122;13373;"Directed";1990
20122;20513;"Directed";1990
20122;35484;"Directed";1990
20122;34580;"Directed";1990
20122;30484;"Directed";1990
20122;33430;"Directed";1990
20122;33431;"Directed";1990
20122;18467;"Directed";1990
20122;16683;"Directed";1990
20122;14942;"Directed";1990
20122;2865;"Directed";1990
20122;246;"Directed";1990
20122;24921;"Directed";1990
20122;5619;"Directed";1990
20122;29903;"Directed";1990
20122;2704;"Directed";1990
20122;5501;"Directed";1990
20122;7245;"Directed";1990
20122;16696;"Directed";1990
20122;22107;"Directed";1990
20122;36690;"Directed";1990
20122;23762;"Directed";1990
20122;37286;"Directed";1990
20122;36883;"Directed";1990
20122;9605;"Directed";1990
20122;4061;"Directed";1990
20122;6414;"Directed";1990
20122;561;"Directed";1990
20122;29926;"Directed";1990
20122;4063;"Directed";1990
20122;10188;"Directed";1990
20122;26445;"Directed";1990
20122;569;"Directed";1990
20122;27889;"Directed";1990
20122;35780;"Directed";1990
20122;21694;"Directed";1990
20122;30528;"Directed";1990
20122;35230;"Directed";1990
20122;37309;"Directed";1990
20122;574;"Directed";1990
20122;4078;"Directed";1990
20122;21120;"Directed";1990
22760;21992;"Directed";1990
22760;24300;"Directed";1990
22760;10637;"Directed";1990
22760;14487;"Directed";1990
22760;14420;"Directed";1990
22760;15262;"Directed";1990
22760;9745;"Directed";1990
22760;36732;"Directed";1990
22760;22963;"Directed";1990
22760;18438;"Directed";1990
22760;10861;"Directed";1990
22760;37025;"Directed";1990
22760;35245;"Directed";1990
22760;37506;"Directed";1990
22760;36808;"Directed";1990
22760;2408;"Directed";1990
22760;35472;"Directed";1990
22760;21056;"Directed";1990
22760;19478;"Directed";1990
22760;9709;"Directed";1990
22760;1452;"Directed";1990
22760;21798;"Directed";1990
22760;14525;"Directed";1990
22760;27118;"Directed";1990
22760;19767;"Directed";1990
22760;3732;"Directed";1990
22760;29587;"Directed";1990
22760;32583;"Directed";1990
22760;22020;"Directed";1990
22760;28945;"Directed";1990
22760;7589;"Directed";1990
22760;5492;"Directed";1990
22760;30578;"Directed";1990
22760;18698;"Directed";1990
22760;28845;"Directed";1990
22760;23959;"Directed";1990
22760;28091;"Directed";1990
22760;29174;"Directed";1990
22760;3122;"Directed";1990
22760;21300;"Directed";1990
22760;8035;"Directed";1990
22760;1089;"Directed";1990
22760;29754;"Directed";1990
22760;31658;"Directed";1990
22760;31771;"Directed";1990
22760;13610;"Directed";1990
22760;25978;"Directed";1990
22760;2296;"Directed";1990
22760;27952;"Directed";1990
22760;31449;"Directed";1990
22760;14832;"Directed";1990
22760;3377;"Directed";1990
22760;16699;"Directed";1990
22760;2879;"Directed";1990
22760;30354;"Directed";1990
22760;21311;"Directed";1990
22760;34310;"Directed";1990
22760;35208;"Directed";1990
22760;21576;"Directed";1990
22760;15216;"Directed";1990
22760;29521;"Directed";1990
22760;35958;"Directed";1990
22760;16913;"Directed";1990
22760;35961;"Directed";1990
22760;37221;"Directed";1990
22760;5964;"Directed";1990
22760;19128;"Directed";1990
22760;6635;"Directed";1990
22760;2892;"Directed";1990
22760;18920;"Directed";1990
22760;27672;"Directed";1990
22760;715;"Directed";1990
22760;2020;"Directed";1990
22760;36859;"Directed";1990
22760;17016;"Directed";1990
22760;32406;"Directed";1990
22760;9970;"Directed";1990
22760;3252;"Directed";1990
22760;9766;"Directed";1990
22760;8742;"Directed";1990
22760;27898;"Directed";1990
23700;27698;"Directed";1989
23700;16065;"Directed";1989
23700;7281;"Directed";1989
23700;6451;"Directed";1989
23700;34556;"Directed";1989
23700;35166;"Directed";1989
23700;3199;"Directed";1989
23700;28984;"Directed";1989
23700;8088;"Directed";1989
23700;21929;"Directed";1989
23700;36151;"Directed";1989
23700;15640;"Directed";1989
23700;2584;"Directed";1989
23700;31853;"Directed";1989
23700;9355;"Directed";1989
23700;12361;"Directed";1989
23700;11026;"Directed";1989
23700;32208;"Directed";1989
23700;25529;"Directed";1989
23700;18625;"Directed";1989
23700;37154;"Directed";1989
23700;28026;"Directed";1989
23700;13440;"Directed";1989
23700;16557;"Directed";1989
23700;546;"Directed";1989
23700;16110;"Directed";1989
23700;6330;"Directed";1989
23700;1372;"Directed";1989
23700;29916;"Directed";1989
23700;9676;"Directed";1989
23700;23023;"Directed";1989
23700;4587;"Directed";1989
23700;21071;"Directed";1989
23700;27537;"Directed";1989
23700;17297;"Directed";1989
23700;35591;"Directed";1989
30610;18161;"Directed";1990
30610;13725;"Directed";1990
30610;5840;"Directed";1990
30610;18072;"Directed";1990
30610;16503;"Directed";1990
30610;2349;"Directed";1990
30610;14350;"Directed";1990
30610;18814;"Directed";1990
30610;21140;"Directed";1990
30610;36159;"Directed";1990
30610;6152;"Directed";1990
30610;11229;"Directed";1990
30610;36750;"Directed";1990
30610;35859;"Directed";1990
30610;12870;"Directed";1990
30610;31;"Directed";1990
30610;17355;"Directed";1990
30610;5285;"Directed";1990
30610;21451;"Directed";1990
30610;14670;"Directed";1990
30610;10735;"Directed";1990
30610;14280;"Directed";1990
30610;34669;"Directed";1990
30610;32026;"Directed";1990
30610;14768;"Directed";1990
30610;11994;"Directed";1990
30610;25319;"Directed";1990
30610;34679;"Directed";1990
30610;22645;"Directed";1990
30610;17949;"Directed";1990
30610;6760;"Directed";1990
30610;18255;"Directed";1990
30610;28532;"Directed";1990
30610;25116;"Directed";1990
30610;11011;"Directed";1990
30610;20056;"Directed";1990
30610;23562;"Directed";1990
30610;2401;"Directed";1990
30610;36497;"Directed";1990
30610;31493;"Directed";1990
30610;29418;"Directed";1990
30610;6474;"Directed";1990
30610;9118;"Directed";1990
30610;24744;"Directed";1990
30610;4179;"Directed";1990
30610;30638;"Directed";1990
30610;4748;"Directed";1990
30610;5223;"Directed";1990
30610;4643;"Directed";1990
30610;27604;"Directed";1990
30610;27526;"Directed";1990
30610;11656;"Directed";1990
30610;9432;"Directed";1990
30610;14143;"Directed";1990
30610;25801;"Directed";1990
30610;5955;"Directed";1990
30610;14152;"Directed";1990
30610;3899;"Directed";1990
30610;23009;"Directed";1990
30610;23904;"Directed";1990
30610;17197;"Directed";1990
30610;24496;"Directed";1990
30610;124;"Directed";1990
30610;15436;"Directed";1990
30610;126;"Directed";1990
30610;24500;"Directed";1990
30610;12403;"Directed";1990
30610;6007;"Directed";1990
30610;18349;"Directed";1990
30610;3158;"Directed";1990
30610;3329;"Directed";1990
30610;26010;"Directed";1990
30610;14484;"Directed";1990
30610;18059;"Directed";1990
30610;24817;"Directed";1990
30610;7688;"Directed";1990
30610;23049;"Directed";1990
30610;3944;"Directed";1990
30610;15412;"Directed";1990
30610;1608;"Directed";1990
30610;18226;"Directed";1990
30610;36866;"Directed";1990
30610;25729;"Directed";1990
30610;1324;"Directed";1990
30610;15424;"Directed";1990
30610;5419;"Directed";1990
30610;15732;"Directed";1990
30610;25468;"Directed";1990
30610;22480;"Directed";1990
30610;35805;"Directed";1990
30610;22290;"Directed";1990
30610;1252;"Directed";1990
30610;5455;"Directed";1990
30610;5794;"Directed";1990
30610;5459;"Directed";1990
30610;35974;"Directed";1990
30610;796;"Directed";1990
30610;34683;"Directed";1990
30610;13652;"Directed";1990
30610;26090;"Directed";1990
30610;17293;"Directed";1990
30610;19925;"Directed";1990
30610;19610;"Directed";1990
30610;21366;"Directed";1990
30610;8099;"Directed";1990
30610;14983;"Directed";1990
30610;8364;"Directed";1990
30610;25239;"Directed";1990
30610;17578;"Directed";1990
30610;13992;"Directed";1990
30610;829;"Directed";1990
30610;14904;"Directed";1990
30610;7764;"Directed";1990
30610;13071;"Directed";1990
30610;5221;"Directed";1990
30610;13694;"Directed";1990
30610;9770;"Directed";1990
30610;29326;"Directed";1990
30610;11053;"Directed";1990
30610;33172;"Directed";1990
30610;12539;"Directed";1990
30610;31581;"Directed";1990
30610;28747;"Directed";1990
30610;6883;"Directed";1990
30610;24947;"Directed";1990
30610;33397;"Directed";1990
30610;8668;"Directed";1990
30610;18323;"Directed";1990
30610;7828;"Directed";1990
30610;3413;"Directed";1990
30610;9328;"Directed";1990
14327;1295;"Directed";1990
14327;29947;"Directed";1990
14327;7360;"Directed";1990
14327;14183;"Directed";1990
14327;13589;"Directed";1990
14327;32588;"Directed";1990
14327;13988;"Directed";1990
14327;27244;"Directed";1990
14327;3514;"Directed";1990
14327;333;"Directed";1990
14327;29307;"Directed";1990
14327;19108;"Directed";1990
14327;24328;"Directed";1990
14327;35805;"Directed";1990
14327;27073;"Directed";1990
14327;16700;"Directed";1990
14327;24128;"Directed";1990
14327;22489;"Directed";1990
14327;1867;"Directed";1990
14327;15590;"Directed";1990
14327;27950;"Directed";1990
14327;9815;"Directed";1990
14327;37527;"Directed";1990
14327;15901;"Directed";1990
14327;34322;"Directed";1990
14327;32621;"Directed";1990
14327;4224;"Directed";1990
14327;11521;"Directed";1990
14327;29562;"Directed";1990
14327;19348;"Directed";1990
10262;8750;"Directed";1991
10262;24664;"Directed";1991
10262;1441;"Directed";1991
10262;28774;"Directed";1991
10262;14094;"Directed";1991
10262;13529;"Directed";1991
10262;14369;"Directed";1991
10262;22844;"Directed";1991
10262;34660;"Directed";1991
10262;2945;"Directed";1991
10262;32026;"Directed";1991
10262;29993;"Directed";1991
10262;17074;"Directed";1991
10262;12593;"Directed";1991
10262;452;"Directed";1991
10262;14988;"Directed";1991
10262;27964;"Directed";1991
10262;15008;"Directed";1991
10262;24142;"Directed";1991
10262;24013;"Directed";1991
10262;35595;"Directed";1991
10262;4724;"Directed";1991
10262;22918;"Directed";1991
10262;21197;"Directed";1991
10262;9118;"Directed";1991
10262;34712;"Directed";1991
10262;18881;"Directed";1991
10262;11162;"Directed";1991
10262;3273;"Directed";1991
10262;14458;"Directed";1991
10262;5775;"Directed";1991
10262;8468;"Directed";1991
10262;32664;"Directed";1991
10262;30929;"Directed";1991
10262;1241;"Directed";1991
10262;32365;"Directed";1991
10262;14143;"Directed";1991
10262;35949;"Directed";1991
10262;3303;"Directed";1991
10262;28904;"Directed";1991
10262;33318;"Directed";1991
10262;35961;"Directed";1991
10262;36552;"Directed";1991
10262;11199;"Directed";1991
10262;10691;"Directed";1991
10262;36867;"Directed";1991
10262;10222;"Directed";1991
10262;22750;"Directed";1991
10262;16879;"Directed";1991
10262;1486;"Directed";1991
10262;13884;"Directed";1991
10262;35987;"Directed";1991
10262;33348;"Directed";1991
10262;16896;"Directed";1991
10262;2153;"Directed";1991
10262;26030;"Directed";1991
10262;11822;"Directed";1991
10262;20166;"Directed";1991
10262;23076;"Directed";1991
10262;22167;"Directed";1991
10262;15730;"Directed";1991
10262;4067;"Directed";1991
10262;18401;"Directed";1991
10262;24546;"Directed";1991
10262;36332;"Directed";1991
10262;22290;"Directed";1991
10262;35200;"Directed";1991
10262;22798;"Directed";1991
10262;16475;"Directed";1991
10262;4146;"Directed";1991
10262;9242;"Directed";1991
10262;20094;"Directed";1991
10262;7763;"Directed";1991
10262;22815;"Directed";1991
10262;37240;"Directed";1991
10262;7124;"Directed";1991
10262;15159;"Directed";1991
10262;23131;"Directed";1991
10262;16657;"Directed";1991
10262;2260;"Directed";1991
10262;1947;"Directed";1991
10262;13359;"Directed";1991
10262;4016;"Directed";1991
10262;13363;"Directed";1991
10262;2598;"Directed";1991
10262;25804;"Directed";1991
10262;36670;"Directed";1991
10262;816;"Directed";1991
10262;3561;"Directed";1991
10262;31095;"Directed";1991
10262;18508;"Directed";1991
10262;18490;"Directed";1991
10262;25554;"Directed";1991
10262;19058;"Directed";1991
10262;11766;"Directed";1991
32289;3593;"Directed";1990
32289;32886;"Directed";1990
32289;26273;"Directed";1990
32289;25874;"Directed";1990
32289;15995;"Directed";1990
32289;35256;"Directed";1990
32289;10504;"Directed";1990
32289;7264;"Directed";1990
32289;34084;"Directed";1990
32289;29400;"Directed";1990
32289;19128;"Directed";1990
32289;31747;"Directed";1990
32289;8222;"Directed";1990
32289;35619;"Directed";1990
32289;4215;"Directed";1990
32289;3062;"Directed";1990
32289;26317;"Directed";1990
32289;11736;"Directed";1990
32289;4038;"Directed";1990
32289;21750;"Directed";1990
32289;21208;"Directed";1990
32289;29431;"Directed";1990
32289;12932;"Directed";1990
32289;2426;"Directed";1990
32289;32337;"Directed";1990
32289;23599;"Directed";1990
32289;1251;"Directed";1990
32289;34136;"Directed";1990
32289;5938;"Directed";1990
32289;22391;"Directed";1990
32289;19435;"Directed";1990
32289;10049;"Directed";1990
32289;34151;"Directed";1990
32289;13773;"Directed";1990
32289;16560;"Directed";1990
32289;815;"Directed";1990
32289;30678;"Directed";1990
32289;31828;"Directed";1990
32289;14171;"Directed";1990
32289;29526;"Directed";1990
32289;9965;"Directed";1990
32289;17757;"Directed";1990
32289;16579;"Directed";1990
32289;20141;"Directed";1990
32289;24817;"Directed";1990
32289;18017;"Directed";1990
32289;24445;"Directed";1990
32289;14183;"Directed";1990
32289;33627;"Directed";1990
32289;24828;"Directed";1990
32289;36592;"Directed";1990
32289;34206;"Directed";1990
32289;1317;"Directed";1990
32289;4831;"Directed";1990
32289;34216;"Directed";1990
32289;23671;"Directed";1990
32289;16610;"Directed";1990
32289;2509;"Directed";1990
32289;24857;"Directed";1990
32289;30731;"Directed";1990
32289;20189;"Directed";1990
32289;2523;"Directed";1990
32289;8343;"Directed";1990
32289;29544;"Directed";1990
32289;1349;"Directed";1990
32289;14239;"Directed";1990
32289;14250;"Directed";1990
32289;11875;"Directed";1990
32289;29493;"Directed";1990
32289;20152;"Directed";1990
32289;15478;"Directed";1990
32289;17752;"Directed";1990
32289;10726;"Directed";1990
32289;6076;"Directed";1990
32289;26102;"Directed";1990
32289;28440;"Directed";1990
32289;3741;"Directed";1990
32289;34297;"Directed";1990
32289;16836;"Directed";1990
32289;33164;"Directed";1990
32289;21384;"Directed";1990
32289;16699;"Directed";1990
32289;13280;"Directed";1990
32289;35513;"Directed";1990
32289;25707;"Directed";1990
32289;34320;"Directed";1990
32289;29627;"Directed";1990
32289;21383;"Directed";1990
32289;4955;"Directed";1990
32289;301;"Directed";1990
32289;20286;"Directed";1990
32289;27343;"Directed";1990
32289;10799;"Directed";1990
32289;37214;"Directed";1990
32289;26197;"Directed";1990
32289;19110;"Directed";1990
32289;9667;"Directed";1990
32289;34379;"Directed";1990
32289;23175;"Directed";1990
32289;23102;"Directed";1990
32289;35573;"Directed";1990
32289;18515;"Directed";1990
32289;6724;"Directed";1990
32289;19118;"Directed";1990
32289;34392;"Directed";1990
32289;33244;"Directed";1990
32289;27382;"Directed";1990
32289;8980;"Directed";1990
32289;10849;"Directed";1990
32289;2123;"Directed";1990
32289;28546;"Directed";1990
32289;30906;"Directed";1990
32289;14420;"Directed";1990
32289;16321;"Directed";1990
32289;22673;"Directed";1990
32289;10861;"Directed";1990
32289;28557;"Directed";1990
32289;36808;"Directed";1990
32289;8537;"Directed";1990
32289;5042;"Directed";1990
32289;32075;"Directed";1990
32289;14436;"Directed";1990
32289;21107;"Directed";1990
32289;32879;"Directed";1990
32289;14443;"Directed";1990
32289;30937;"Directed";1990
32289;28323;"Directed";1990
32289;26270;"Directed";1990
32289;35646;"Directed";1990
32289;15661;"Directed";1990
32289;36445;"Directed";1990
32289;25998;"Directed";1990
32289;9739;"Directed";1990
32289;32104;"Directed";1990
32289;29774;"Directed";1990
32289;26300;"Directed";1990
32289;33161;"Directed";1990
32289;22740;"Directed";1990
32289;5099;"Directed";1990
32289;1588;"Directed";1990
32289;15891;"Directed";1990
32289;30884;"Directed";1990
32289;34482;"Directed";1990
32289;360;"Directed";1990
32289;36884;"Directed";1990
32289;22758;"Directed";1990
32289;3951;"Directed";1990
32289;5121;"Directed";1990
32289;15720;"Directed";1990
32289;5130;"Directed";1990
32289;14522;"Directed";1990
32289;15725;"Directed";1990
32289;21144;"Directed";1990
32289;9931;"Directed";1990
32289;34529;"Directed";1990
32289;9817;"Directed";1990
32289;13318;"Directed";1990
32289;31041;"Directed";1990
32289;35748;"Directed";1990
32289;31045;"Directed";1990
32289;22815;"Directed";1990
32289;8681;"Directed";1990
32289;35762;"Directed";1990
32289;32192;"Directed";1990
32289;35763;"Directed";1990
32289;36997;"Directed";1990
32289;27565;"Directed";1990
32289;25227;"Directed";1990
32289;24021;"Directed";1990
32289;7180;"Directed";1990
32289;3226;"Directed";1990
32289;36202;"Directed";1990
32289;36984;"Directed";1990
32289;21669;"Directed";1990
32289;31528;"Directed";1990
32289;15818;"Directed";1990
32289;15819;"Directed";1990
32289;34603;"Directed";1990
32289;33459;"Directed";1990
32289;18178;"Directed";1990
32289;17546;"Directed";1990
32289;37009;"Directed";1990
32289;13425;"Directed";1990
32289;24705;"Directed";1990
32289;37025;"Directed";1990
32289;16940;"Directed";1990
32289;14645;"Directed";1990
32289;33492;"Directed";1990
32289;30795;"Directed";1990
32289;32282;"Directed";1990
32289;6452;"Directed";1990
32289;27645;"Directed";1990
32289;20181;"Directed";1990
32289;34461;"Directed";1990
32289;19113;"Directed";1990
32289;22920;"Directed";1990
32289;11114;"Directed";1990
32289;20592;"Directed";1990
32289;10732;"Directed";1990
32289;21748;"Directed";1990
32289;21655;"Directed";1990
32289;20598;"Directed";1990
32289;629;"Directed";1990
32289;12311;"Directed";1990
32289;8479;"Directed";1990
32289;37068;"Directed";1990
32289;459;"Directed";1990
32289;18256;"Directed";1990
32289;27672;"Directed";1990
32289;13489;"Directed";1990
32289;18032;"Directed";1990
32289;25135;"Directed";1990
32289;22963;"Directed";1990
32289;662;"Directed";1990
32289;7642;"Directed";1990
32289;35925;"Directed";1990
32289;37107;"Directed";1990
32289;8713;"Directed";1990
32289;4185;"Directed";1990
32289;11359;"Directed";1990
32289;5344;"Directed";1990
32289;6534;"Directed";1990
32289;15895;"Directed";1990
32289;28873;"Directed";1990
32289;8857;"Directed";1990
32289;15974;"Directed";1990
32289;32396;"Directed";1990
32289;15;"Directed";1990
32289;37145;"Directed";1990
32289;23050;"Directed";1990
32289;35957;"Directed";1990
32289;23077;"Directed";1990
32289;35958;"Directed";1990
32289;8874;"Directed";1990
32289;27742;"Directed";1990
32289;11305;"Directed";1990
32289;28898;"Directed";1990
32289;11209;"Directed";1990
32289;721;"Directed";1990
32289;12413;"Directed";1990
32289;10048;"Directed";1990
32289;30087;"Directed";1990
32289;31269;"Directed";1990
32289;14790;"Directed";1990
32289;1896;"Directed";1990
32289;8898;"Directed";1990
32289;28922;"Directed";1990
32289;3059;"Directed";1990
32289;18378;"Directed";1990
32289;24243;"Directed";1990
32289;13590;"Directed";1990
32289;26636;"Directed";1990
32289;19537;"Directed";1990
32289;23073;"Directed";1990
32289;35120;"Directed";1990
32289;13606;"Directed";1990
32289;13610;"Directed";1990
32289;34818;"Directed";1990
32289;24268;"Directed";1990
32289;11263;"Directed";1990
32289;4281;"Directed";1990
32289;14833;"Directed";1990
32289;863;"Directed";1990
32289;30133;"Directed";1990
32289;21900;"Directed";1990
32289;15871;"Directed";1990
32289;23854;"Directed";1990
32289;2020;"Directed";1990
32289;13639;"Directed";1990
32289;27822;"Directed";1990
32289;24303;"Directed";1990
32289;32660;"Directed";1990
32289;205;"Directed";1990
32289;7793;"Directed";1990
32289;6667;"Directed";1990
32289;16085;"Directed";1990
32289;37269;"Directed";1990
32289;5494;"Directed";1990
32289;25913;"Directed";1990
32289;4344;"Directed";1990
32289;24335;"Directed";1990
32289;32532;"Directed";1990
32289;23963;"Directed";1990
32289;14916;"Directed";1990
32289;7827;"Directed";1990
32289;4768;"Directed";1990
32289;24356;"Directed";1990
32289;31398;"Directed";1990
32289;30226;"Directed";1990
32289;27898;"Directed";1990
32289;23207;"Directed";1990
32289;31406;"Directed";1990
32289;23209;"Directed";1990
32289;37327;"Directed";1990
32289;31414;"Directed";1990
32289;27914;"Directed";1990
32289;18846;"Directed";1990
32289;30251;"Directed";1990
32289;14964;"Directed";1990
32289;4396;"Directed";1990
32289;10228;"Directed";1990
32289;20070;"Directed";1990
32289;9070;"Directed";1990
32289;31329;"Directed";1990
32289;2066;"Directed";1990
32289;30276;"Directed";1990
32289;20865;"Directed";1990
32289;7887;"Directed";1990
32289;14984;"Directed";1990
32289;36134;"Directed";1990
32289;5590;"Directed";1990
32289;37373;"Directed";1990
32289;18562;"Directed";1990
32289;7899;"Directed";1990
32289;20880;"Directed";1990
32289;31462;"Directed";1990
32289;32620;"Directed";1990
32289;12611;"Directed";1990
32289;19738;"Directed";1990
32289;36229;"Directed";1990
32289;15012;"Directed";1990
32289;31477;"Directed";1990
32289;4446;"Directed";1990
32289;35018;"Directed";1990
32289;938;"Directed";1990
32289;7952;"Directed";1990
32289;11486;"Directed";1990
32289;4472;"Directed";1990
32289;9156;"Directed";1990
32289;10317;"Directed";1990
32289;36250;"Directed";1990
32289;30354;"Directed";1990
32289;27159;"Directed";1990
32289;26865;"Directed";1990
32289;29521;"Directed";1990
32289;22472;"Directed";1990
32289;2740;"Directed";1990
32289;7980;"Directed";1990
32289;24501;"Directed";1990
32289;9170;"Directed";1990
32289;20011;"Directed";1990
32289;33887;"Directed";1990
32289;13864;"Directed";1990
32289;6849;"Directed";1990
32289;19833;"Directed";1990
32289;15097;"Directed";1990
32289;11534;"Directed";1990
32289;33908;"Directed";1990
32289;5707;"Directed";1990
32289;22158;"Directed";1990
32289;8025;"Directed";1990
32289;4551;"Directed";1990
32289;2216;"Directed";1990
32289;8035;"Directed";1990
32289;11566;"Directed";1990
32289;32222;"Directed";1990
32289;16332;"Directed";1990
32289;28102;"Directed";1990
32289;7501;"Directed";1990
32289;6888;"Directed";1990
32289;33097;"Directed";1990
32289;9242;"Directed";1990
32289;17526;"Directed";1990
32289;31608;"Directed";1990
32289;1060;"Directed";1990
32289;25773;"Directed";1990
32289;18313;"Directed";1990
32289;20695;"Directed";1990
32289;10420;"Directed";1990
32289;33968;"Directed";1990
32289;25796;"Directed";1990
32289;12775;"Directed";1990
32289;19918;"Directed";1990
32289;24798;"Directed";1990
32289;6945;"Directed";1990
32289;10447;"Directed";1990
32289;7473;"Directed";1990
32289;5792;"Directed";1990
32289;31660;"Directed";1990
32289;1114;"Directed";1990
32289;32855;"Directed";1990
32289;10461;"Directed";1990
32289;3451;"Directed";1990
32289;1125;"Directed";1990
32289;18761;"Directed";1990
32289;34031;"Directed";1990
32289;30530;"Directed";1990
32289;34033;"Directed";1990
1979;442;"Directed";1989
1979;29415;"Directed";1989
1979;27901;"Directed";1989
1979;30754;"Directed";1989
1979;6362;"Directed";1989
1979;26179;"Directed";1989
1979;14420;"Directed";1989
1979;8481;"Directed";1989
1979;24817;"Directed";1989
1979;35241;"Directed";1989
1979;17830;"Directed";1989
1979;23423;"Directed";1989
1979;15006;"Directed";1989
1979;9122;"Directed";1989
1979;34634;"Directed";1989
1979;27255;"Directed";1989
1979;10358;"Directed";1989
1979;19522;"Directed";1989
1979;22684;"Directed";1989
1979;21368;"Directed";1989
1979;33207;"Directed";1989
1979;3130;"Directed";1989
1979;17293;"Directed";1989
1979;5223;"Directed";1989
1979;10463;"Directed";1989
1979;23810;"Directed";1989
1979;4125;"Directed";1989
1979;7793;"Directed";1989
1979;18148;"Directed";1989
1979;5928;"Directed";1989
