"Source";"Target";"Type";"Weight"
9647;35745;"Undirected";7
4249;9228;"Undirected";2
28978;6820;"Undirected";4
26140;30613;"Undirected";5
2474;5616;"Undirected";3
35428;9497;"Undirected";5
28751;11821;"Undirected";1
27103;4418;"Undirected";1
20343;267;"Undirected";1
2474;11490;"Undirected";1
9647;1680;"Undirected";3
22857;7674;"Undirected";2
35428;4937;"Undirected";1
9497;28852;"Undirected";8
16924;22694;"Undirected";3
36353;35787;"Undirected";1
9647;20477;"Undirected";7
21871;26651;"Undirected";1
9228;34544;"Undirected";16
2776;25971;"Undirected";10
37497;21463;"Undirected";1
6509;8783;"Undirected";1
6958;5969;"Undirected";2
30697;26688;"Undirected";1
13818;12520;"Undirected";1
31633;29052;"Undirected";1
14176;25363;"Undirected";1
16973;644;"Undirected";1
37064;18391;"Undirected";3
36010;36852;"Undirected";1
7700;7238;"Undirected";1
6437;14307;"Undirected";2
13818;16973;"Undirected";2
26194;2776;"Undirected";2
8258;17454;"Undirected";1
21546;11179;"Undirected";1
29718;6103;"Undirected";2
10262;29052;"Undirected";2
36621;36507;"Undirected";1
16924;36536;"Undirected";6
13465;28958;"Undirected";3
30613;34819;"Undirected";4
30201;37312;"Undirected";5
36776;30201;"Undirected";3
36010;9651;"Undirected";1
7700;7173;"Undirected";1
36212;5145;"Undirected";1
18677;7578;"Undirected";1
9130;31341;"Undirected";2
8785;5499;"Undirected";2
32985;11933;"Undirected";1
7674;9497;"Undirected";9
29539;30138;"Undirected";2
15621;32514;"Undirected";1
35787;22694;"Undirected";4
32502;13709;"Undirected";3
27912;25193;"Undirected";1
23297;16008;"Undirected";4
14112;13967;"Undirected";1
6437;6270;"Undirected";1
28740;18003;"Undirected";1
34795;36463;"Undirected";5
24082;3512;"Undirected";6
21432;23492;"Undirected";6
1295;2580;"Undirected";2
36396;9420;"Undirected";1
28740;10011;"Undirected";2
36536;11490;"Undirected";1
11473;1979;"Undirected";1
26933;29964;"Undirected";1
32493;26742;"Undirected";2
16012;35677;"Undirected";1
29279;31341;"Undirected";2
6536;31341;"Undirected";1
27912;267;"Undirected";1
2474;8391;"Undirected";1
21784;3192;"Undirected";1
32562;25715;"Undirected";1
33388;10711;"Undirected";4
32562;21614;"Undirected";1
25398;8339;"Undirected";3
24249;11526;"Undirected";1
23163;29658;"Undirected";2
1979;2193;"Undirected";1
25321;36165;"Undirected";1
17962;28958;"Undirected";1
23477;21979;"Undirected";9
30528;35580;"Undirected";7
26752;9420;"Undirected";2
22760;31043;"Undirected";6
24249;29465;"Undirected";1
15640;22303;"Undirected";12
32355;30528;"Undirected";2
3085;34969;"Undirected";1
24026;23113;"Undirected";1
28475;31760;"Undirected";3
32289;21735;"Undirected";8
24026;31495;"Undirected";1
24690;11675;"Undirected";1
7938;33900;"Undirected";1
21735;29010;"Undirected";8
6536;8449;"Undirected";2
21350;5504;"Undirected";9
24249;3077;"Undirected";1
2077;33388;"Undirected";1
30416;22303;"Undirected";1
11473;5251;"Undirected";1
8215;13124;"Undirected";3
37290;35745;"Undirected";2
19685;21857;"Undirected";2
24806;3512;"Undirected";1
29889;7238;"Undirected";2
1743;37312;"Undirected";1
21871;1534;"Undirected";9
17925;11821;"Undirected";2
7516;26728;"Undirected";1
1571;16876;"Undirected";4
7012;24860;"Undirected";1
36785;31841;"Undirected";3
32493;30613;"Undirected";4
6437;32026;"Undirected";7
32985;31050;"Undirected";2
13912;12520;"Undirected";1
10262;10808;"Undirected";1
11675;26742;"Undirected";3
10925;30057;"Undirected";1
37346;33523;"Undirected";1
27134;22302;"Undirected";1
26857;36344;"Undirected";3
7674;5616;"Undirected";4
31645;34544;"Undirected";3
25321;26752;"Undirected";1
21432;30810;"Undirected";4
5504;11986;"Undirected";1
16012;6437;"Undirected";1
16012;12520;"Undirected";3
11672;4418;"Undirected";1
21971;3089;"Undirected";1
37368;29463;"Undirected";2
8215;19272;"Undirected";1
17212;14887;"Undirected";1
36344;15067;"Undirected";1
18325;26754;"Undirected";2
17762;9497;"Undirected";3
36785;6369;"Undirected";1
2580;10026;"Undirected";1
20668;29658;"Undirected";2
6412;33886;"Undirected";2
7078;11675;"Undirected";1
9228;10808;"Undirected";7
24676;34795;"Undirected";1
9786;20668;"Undirected";2
7908;19419;"Undirected";2
30138;31495;"Undirected";1
21535;1680;"Undirected";11
11914;20343;"Undirected";3
4369;3192;"Undirected";4
6536;26072;"Undirected";1
929;34875;"Undirected";6
28291;34819;"Undirected";1
17418;13933;"Undirected";1
10539;4838;"Undirected";1
6679;31869;"Undirected";1
10456;17454;"Undirected";2
1448;9420;"Undirected";1
8215;2643;"Undirected";1
26688;20477;"Undirected";1
24007;23999;"Undirected";1
30469;1534;"Undirected";3
34819;267;"Undirected";1
24007;20668;"Undirected";3
30201;5499;"Undirected";1
7700;13905;"Undirected";2
9927;4937;"Undirected";1
20477;7832;"Undirected";1
1979;18759;"Undirected";5
34544;5616;"Undirected";5
1979;36212;"Undirected";5
1349;28191;"Undirected";1
15475;7176;"Undirected";1
4965;35745;"Undirected";1
37000;20343;"Undirected";1
19685;8855;"Undirected";1
23623;28293;"Undirected";1
29539;5030;"Undirected";4
24965;31633;"Undirected";1
21432;10808;"Undirected";4
36212;7984;"Undirected";8
5961;3192;"Undirected";7
17621;16008;"Undirected";4
36383;6041;"Undirected";1
21546;34695;"Undirected";1
13933;20266;"Undirected";9
24676;631;"Undirected";1
22303;267;"Undirected";2
28087;13979;"Undirected";2
32985;33900;"Undirected";2
18325;13293;"Undirected";3
37324;20477;"Undirected";3
13947;28618;"Undirected";1
30697;28978;"Undirected";4
19760;32690;"Undirected";2
8984;1800;"Undirected";5
29539;31495;"Undirected";2
7674;30138;"Undirected";9
17399;12988;"Undirected";3
26754;31043;"Undirected";2
29533;36852;"Undirected";1
35354;21651;"Undirected";1
9786;37368;"Undirected";2
35374;11926;"Undirected";1
32493;9651;"Undirected";7
249;4838;"Undirected";3
24690;22302;"Undirected";1
29423;13473;"Undirected";2
26140;13668;"Undirected";1
35428;13293;"Undirected";2
30528;17054;"Undirected";3
10925;27162;"Undirected";1
14112;8258;"Undirected";5
2643;13947;"Undirected";2
21432;25249;"Undirected";3
13293;36463;"Undirected";1
23623;37518;"Undirected";1
33482;4332;"Undirected";1
13124;5734;"Undirected";1
21871;23418;"Undirected";1
13897;8449;"Undirected";2
6958;5616;"Undirected";2
26420;24082;"Undirected";2
37346;21979;"Undirected";1
9927;33207;"Undirected";1
6326;1282;"Undirected";2
13424;13364;"Undirected";5
35372;26072;"Undirected";1
28124;36785;"Undirected";4
34057;22694;"Undirected";2
8223;29658;"Undirected";1
33207;26895;"Undirected";1
6929;25193;"Undirected";6
926;22528;"Undirected";2
25597;29010;"Undirected";1
29164;30057;"Undirected";1
37290;3410;"Undirected";1
20343;18759;"Undirected";1
2580;1258;"Undirected";2
32355;11933;"Undirected";2
22894;26752;"Undirected";1
5251;17454;"Undirected";1
24098;25641;"Undirected";1
10925;17418;"Undirected";1
24523;34795;"Undirected";1
26752;22528;"Undirected";2
23658;7730;"Undirected";9
32289;24523;"Undirected";2
14127;30810;"Undirected";2
14349;21857;"Undirected";2
11179;28191;"Undirected";1
589;31495;"Undirected";1
35826;17547;"Undirected";1
929;21871;"Undirected";1
15565;6103;"Undirected";4
29920;28293;"Undirected";1
6326;36852;"Undirected";2
17621;30613;"Undirected";1
32964;29861;"Undirected";1
26752;14194;"Undirected";1
11526;24324;"Undirected";9
25321;23216;"Undirected";2
11914;1240;"Undirected";4
929;17668;"Undirected";1
34969;644;"Undirected";2
31633;7984;"Undirected";1
37324;4838;"Undirected";1
1448;644;"Undirected";2
10539;29010;"Undirected";2
32896;31341;"Undirected";1
31165;14251;"Undirected";1
18325;31760;"Undirected";1
26194;16876;"Undirected";1
37520;10030;"Undirected";1
28293;11821;"Undirected";1
36383;10011;"Undirected";1
31050;32544;"Undirected";6
35677;26651;"Undirected";1
17962;33523;"Undirected";1
15565;29889;"Undirected";5
5610;27419;"Undirected";6
26420;32895;"Undirected";7
8984;29052;"Undirected";1
23477;29738;"Undirected";4
30416;13665;"Undirected";3
30229;2193;"Undirected";1
19886;11935;"Undirected";1
33207;19425;"Undirected";3
21871;29332;"Undirected";4
4937;9497;"Undirected";1
30697;30810;"Undirected";3
21971;1282;"Undirected";2
30443;23418;"Undirected";1
25796;249;"Undirected";1
26194;28618;"Undirected";1
32585;32562;"Undirected";1
36776;21350;"Undirected";3
23216;32026;"Undirected";3
19522;27162;"Undirected";1
6679;874;"Undirected";7
9927;21644;"Undirected";1
33388;21651;"Undirected";2
35231;7991;"Undirected";2
25796;20477;"Undirected";2
6326;19705;"Undirected";2
30201;20427;"Undirected";3
572;3077;"Undirected";3
35643;20668;"Undirected";2
21971;35580;"Undirected";2
15999;36852;"Undirected";3
690;26651;"Undirected";1
29463;8783;"Undirected";4
21735;35146;"Undirected";1
8984;23623;"Undirected";1
17418;31943;"Undirected";5
6536;14176;"Undirected";4
3410;1534;"Undirected";1
6103;29964;"Undirected";2
7523;11490;"Undirected";2
36165;19425;"Undirected";1
8630;22783;"Undirected";2
3199;4303;"Undirected";2
13473;17668;"Undirected";1
33744;22694;"Undirected";1
32140;31495;"Undirected";2
267;29721;"Undirected";1
4965;21530;"Undirected";2
3410;36785;"Undirected";2
17547;7523;"Undirected";2
11738;29010;"Undirected";5
22334;589;"Undirected";1
30528;9736;"Undirected";3
9130;35231;"Undirected";2
21735;30057;"Undirected";2
34819;11738;"Undirected";3
10262;36621;"Undirected";2
17399;16924;"Undirected";2
35826;21871;"Undirected";3
26742;33886;"Undirected";3
27012;25796;"Undirected";4
34868;32562;"Undirected";1
5794;30810;"Undirected";3
10456;29010;"Undirected";6
37324;21535;"Undirected";6
10528;24696;"Undirected";1
1349;32493;"Undirected";2
16973;7078;"Undirected";1
21971;34875;"Undirected";2
21530;25715;"Undirected";3
24690;13364;"Undirected";2
31943;24006;"Undirected";1
32188;4965;"Undirected";1
16604;13912;"Undirected";1
15640;26728;"Undirected";5
28191;12988;"Undirected";2
9786;30798;"Undirected";1
37312;12091;"Undirected";1
1498;7938;"Undirected";1
8630;26742;"Undirected";1
3199;6536;"Undirected";1
34819;30138;"Undirected";7
6679;32964;"Undirected";8
37064;26857;"Undirected";4
15621;22684;"Undirected";2
30573;7523;"Undirected";2
11933;25633;"Undirected";1
17212;21530;"Undirected";2
249;5499;"Undirected";4
36463;16008;"Undirected";6
14112;2154;"Undirected";1
36353;11264;"Undirected";1
37312;1680;"Undirected";4
8215;26549;"Undirected";8
17861;2959;"Undirected";2
14327;37346;"Undirected";2
34544;5969;"Undirected";22
32964;22694;"Undirected";15
614;29052;"Undirected";2
943;19785;"Undirected";1
21784;14127;"Undirected";1
31185;23297;"Undirected";8
1571;26933;"Undirected";13
35942;21463;"Undirected";2
30258;13665;"Undirected";1
14887;7516;"Undirected";1
21577;24006;"Undirected";3
11914;16996;"Undirected";2
36621;19419;"Undirected";1
36776;17454;"Undirected";2
37000;9651;"Undirected";2
18294;33482;"Undirected";1
16012;13947;"Undirected";2
36776;20266;"Undirected";1
4249;14531;"Undirected";2
32140;33361;"Undirected";2
17861;13364;"Undirected";1
35231;13293;"Undirected";5
6412;22963;"Undirected";5
3758;13947;"Undirected";2
37520;26651;"Undirected";3
2643;3512;"Undirected";2
943;4965;"Undirected";1
10030;27038;"Undirected";2
28751;7984;"Undirected";5
24690;23623;"Undirected";1
4965;36785;"Undirected";4
12295;29010;"Undirected";1
36463;1534;"Undirected";5
33388;29205;"Undirected";1
23999;26752;"Undirected";2
32585;14349;"Undirected";4
23999;5145;"Undirected";8
7674;37368;"Undirected";2
14095;6509;"Undirected";2
33744;8785;"Undirected";4
32544;13473;"Undirected";2
16012;26420;"Undirected";1
14176;3512;"Undirected";1
24774;4375;"Undirected";1
31185;7938;"Undirected";1
12326;14327;"Undirected";1
1282;8630;"Undirected";2
18391;926;"Undirected";1
22346;22303;"Undirected";1
1498;3192;"Undirected";10
13408;33482;"Undirected";1
20668;26742;"Undirected";5
26232;12256;"Undirected";5
35580;6509;"Undirected";2
10780;35745;"Undirected";3
2154;9497;"Undirected";1
14831;6679;"Undirected";4
27419;13124;"Undirected";1
15475;5369;"Undirected";1
4937;30798;"Undirected";3
29279;36212;"Undirected";10
24026;21614;"Undirected";3
24324;4838;"Undirected";2
32514;19419;"Undirected";2
26752;26895;"Undirected";1
21350;34795;"Undirected";2
34544;7173;"Undirected";5
12659;5961;"Undirected";1
30002;21350;"Undirected";1
19760;10780;"Undirected";1
9603;29465;"Undirected";2
7012;11933;"Undirected";1
34969;19523;"Undirected";1
21735;10528;"Undirected";1
5145;21380;"Undirected";3
32502;36785;"Undirected";1
18763;21535;"Undirected";4
37324;26694;"Undirected";1
9651;19523;"Undirected";3
1448;31841;"Undirected";1
24952;13967;"Undirected";1
5734;34875;"Undirected";2
32355;24696;"Undirected";2
16673;15850;"Undirected";1
1145;644;"Undirected";1
15475;2922;"Undirected";3
23700;13473;"Undirected";1
3410;4838;"Undirected";5
5610;28394;"Undirected";2
25971;29052;"Undirected";4
6509;3758;"Undirected";3
28300;15565;"Undirected";1
2274;1800;"Undirected";1
22334;15621;"Undirected";1
19685;20427;"Undirected";1
3055;23297;"Undirected";1
908;12659;"Undirected";2
26140;8783;"Undirected";1
24007;28852;"Undirected";5
8215;9228;"Undirected";14
26100;21735;"Undirected";1
35231;31760;"Undirected";2
12659;15565;"Undirected";8
24026;24618;"Undirected";1
36710;31185;"Undirected";1
29946;17962;"Undirected";1
19760;25972;"Undirected";1
6103;33886;"Undirected";1
9786;31050;"Undirected";1
6326;34875;"Undirected";1
5504;28978;"Undirected";5
11559;5961;"Undirected";3
29920;31918;"Undirected";1
1883;27038;"Undirected";1
33482;1347;"Undirected";7
19685;17054;"Undirected";1
1424;36163;"Undirected";2
9497;29861;"Undirected";2
33388;25193;"Undirected";4
13293;10780;"Undirected";1
27419;18070;"Undirected";3
35942;19886;"Undirected";3
7757;25971;"Undirected";1
15475;14725;"Undirected";1
23658;18759;"Undirected";9
14621;29052;"Undirected";3
25971;15621;"Undirected";1
21979;11490;"Undirected";1
22894;34544;"Undirected";5
27159;9603;"Undirected";1
31645;28618;"Undirected";1
34969;19272;"Undirected";1
14621;29513;"Undirected";2
21871;22694;"Undirected";4
23492;36785;"Undirected";2
34544;33576;"Undirected";2
19685;15640;"Undirected";10
20427;35993;"Undirected";1
926;34875;"Undirected";2
572;36785;"Undirected";2
36212;31341;"Undirected";1
32895;29010;"Undirected";32
23216;31495;"Undirected";3
14327;25796;"Undirected";1
19760;3512;"Undirected";1
9647;21463;"Undirected";4
21577;30201;"Undirected";3
35374;13940;"Undirected";1
27103;9831;"Undirected";1
28191;28978;"Undirected";5
2474;17454;"Undirected";2
36212;21651;"Undirected";6
32502;15999;"Undirected";1
34969;13364;"Undirected";8
25067;34695;"Undirected";2
6958;24006;"Undirected";1
7674;36045;"Undirected";1
481;15477;"Undirected";3
9228;15475;"Undirected";1
29718;22528;"Undirected";25
19419;36045;"Undirected";4
11473;24178;"Undirected";1
32585;25971;"Undirected";2
11179;34819;"Undirected";3
37346;4293;"Undirected";1
21651;18070;"Undirected";1
2643;26742;"Undirected";2
11933;1498;"Undirected";4
1498;1145;"Undirected";3
30610;26420;"Undirected";2
20668;5504;"Undirected";19
24304;26420;"Undirected";1
32690;267;"Undirected";2
16996;30138;"Undirected";2
8215;4576;"Undirected";1
11150;15999;"Undirected";1
28740;29332;"Undirected";3
35354;32690;"Undirected";1
27419;6820;"Undirected";6
8391;8783;"Undirected";1
22684;7173;"Undirected";2
29129;25641;"Undirected";1
28191;26895;"Undirected";3
34819;1534;"Undirected";8
3796;24696;"Undirected";20
14008;10524;"Undirected";1
14112;11490;"Undirected";6
33247;25796;"Undirected";3
19219;29423;"Undirected";2
31737;21651;"Undirected";2
27162;12119;"Undirected";1
36710;35865;"Undirected";1
1618;19760;"Undirected";1
7516;37497;"Undirected";1
29423;6536;"Undirected";3
25971;31495;"Undirected";2
14327;30258;"Undirected";3
25249;18070;"Undirected";4
31918;9651;"Undirected";6
7674;3758;"Undirected";11
36776;23113;"Undirected";2
14349;9420;"Undirected";1
14349;4965;"Undirected";2
14887;35580;"Undirected";2
22606;17454;"Undirected";2
14887;34969;"Undirected";1
1571;7984;"Undirected";2
30057;13473;"Undirected";1
36776;12988;"Undirected";1
26549;22528;"Undirected";7
14349;1282;"Undirected";15
10262;15640;"Undirected";1
32690;644;"Undirected";7
14251;16008;"Undirected";2
26688;22694;"Undirected";1
1490;6509;"Undirected";1
29350;24860;"Undirected";1
21350;29010;"Undirected";23
30810;20733;"Undirected";4
16012;10287;"Undirected";1
6536;5251;"Undirected";2
4375;4418;"Undirected";1
13372;30810;"Undirected";1
1979;26941;"Undirected";1
35146;29465;"Undirected";1
19419;28852;"Undirected";2
30714;13465;"Undirected";1
22894;11675;"Undirected";1
21135;7481;"Undirected";3
28751;26754;"Undirected";2
31185;929;"Undirected";1
32896;22334;"Undirected";1
5030;20427;"Undirected";5
7078;13124;"Undirected";2
6958;30610;"Undirected";1
25249;10711;"Undirected";2
32188;33296;"Undirected";1
1800;2154;"Undirected";1
31341;21463;"Undirected";5
36852;25193;"Undirected";1
35354;1347;"Undirected";1
23163;35794;"Undirected";1
36165;15640;"Undirected";10
31050;2922;"Undirected";1
1498;5049;"Undirected";7
11933;31841;"Undirected";1
929;36852;"Undirected";1
5145;6820;"Undirected";2
9228;9825;"Undirected";2
17547;35231;"Undirected";6
26549;29010;"Undirected";13
37324;32514;"Undirected";2
14176;35580;"Undirected";4
32289;29129;"Undirected";2
21577;34868;"Undirected";1
24523;11738;"Undirected";3
35826;2776;"Undirected";2
14112;11638;"Undirected";3
15475;15775;"Undirected";2
20122;33523;"Undirected";1
26752;28978;"Undirected";1
17212;4576;"Undirected";1
19219;22783;"Undirected";1
28475;32895;"Undirected";7
21857;31495;"Undirected";3
34868;24324;"Undirected";2
20294;5961;"Undirected";1
4375;21784;"Undirected";12
6929;12256;"Undirected";1
26194;3058;"Undirected";1
9228;26072;"Undirected";2
2364;28852;"Undirected";2
30443;20294;"Undirected";1
25633;30528;"Undirected";2
24618;16544;"Undirected";2
33388;35580;"Undirected";3
16924;32896;"Undirected";2
10179;28978;"Undirected";1
18003;34819;"Undirected";1
1979;13668;"Undirected";1
26728;18759;"Undirected";2
36353;26895;"Undirected";1
6929;18003;"Undirected";9
8630;7832;"Undirected";1
29539;37497;"Undirected";1
12659;24324;"Undirected";2
4249;30138;"Undirected";8
9130;10539;"Undirected";1
17855;4375;"Undirected";5
27419;12659;"Undirected";11
26857;3758;"Undirected";2
14349;7938;"Undirected";3
21849;28191;"Undirected";35
23700;36463;"Undirected";2
21849;14251;"Undirected";2
23477;6270;"Undirected";12
29433;29332;"Undirected";1
22760;690;"Undirected";2
36165;35745;"Undirected";16
28751;5049;"Undirected";1
35826;26651;"Undirected";1
29279;31043;"Undirected";3
19685;7481;"Undirected";1
14095;27159;"Undirected";2
9876;1282;"Undirected";1
7523;8783;"Undirected";1
37000;29964;"Undirected";1
28475;20733;"Undirected";2
13465;19219;"Undirected";4
21849;13933;"Undirected";5
9876;30182;"Undirected";1
26941;1490;"Undirected";1
9130;2221;"Undirected";1
12659;29010;"Undirected";7
37064;25321;"Undirected";5
36776;5969;"Undirected";2
21135;23623;"Undirected";1
2776;35580;"Undirected";2
23623;31841;"Undirected";1
6509;35745;"Undirected";1
17925;740;"Undirected";5
9130;34969;"Undirected";1
13424;19705;"Undirected";1
13709;10780;"Undirected";1
37000;32502;"Undirected";1
28978;7991;"Undirected";1
33744;7730;"Undirected";2
23297;26651;"Undirected";2
9093;36271;"Undirected";2
26857;25971;"Undirected";1
30443;25796;"Undirected";2
14112;23418;"Undirected";1
9736;19705;"Undirected";1
11675;9497;"Undirected";7
19028;30648;"Undirected";3
24952;29920;"Undirected";1
25633;3758;"Undirected";2
2943;6412;"Undirected";1
33744;7481;"Undirected";1
11150;13715;"Undirected";2
32493;3192;"Undirected";5
32690;5499;"Undirected";1
17925;35794;"Undirected";3
31760;8339;"Undirected";1
4909;22684;"Undirected";1
14176;13668;"Undirected";2
16012;30610;"Undirected";2
22684;9736;"Undirected";5
11986;3192;"Undirected";1
30697;32493;"Undirected";1
22760;30648;"Undirected";2
26194;17925;"Undirected";3
16426;12256;"Undirected";4
36124;4293;"Undirected";1
17855;16996;"Undirected";1
30697;3499;"Undirected";1
19523;8458;"Undirected";2
32355;17855;"Undirected";1
28087;7730;"Undirected";1
29539;35942;"Undirected";2
18763;30573;"Undirected";1
28087;25249;"Undirected";1
37000;32964;"Undirected";1
24952;13940;"Undirected";1
12256;24696;"Undirected";7
23658;30810;"Undirected";5
29205;25193;"Undirected";1
32514;10808;"Undirected";2
21735;21380;"Undirected";1
29350;35146;"Undirected";1
26232;2193;"Undirected";4
22963;30648;"Undirected";1
5369;16996;"Undirected";1
20477;7481;"Undirected";1
32188;21463;"Undirected";2
1282;9736;"Undirected";7
21350;4838;"Undirected";1
5697;34875;"Undirected";4
9876;29658;"Undirected";1
11675;29332;"Undirected";1
15742;23623;"Undirected";1
17596;32562;"Undirected";2
31185;25796;"Undirected";2
29279;34695;"Undirected";3
15912;25796;"Undirected";1
30648;2922;"Undirected";3
7757;29895;"Undirected";1
12326;11179;"Undirected";1
30528;13933;"Undirected";4
17420;30648;"Undirected";5
13818;20477;"Undirected";16
29946;35794;"Undirected";4
37346;35580;"Undirected";1
7757;36536;"Undirected";2
32355;7422;"Undirected";2
16996;12091;"Undirected";1
4189;432;"Undirected";1
36165;19785;"Undirected";1
31999;25641;"Undirected";1
35428;30443;"Undirected";2
29718;29964;"Undirected";9
28030;3192;"Undirected";4
30714;13364;"Undirected";1
30613;7991;"Undirected";2
13818;35787;"Undirected";2
7422;9863;"Undirected";2
3758;36463;"Undirected";9
24324;3758;"Undirected";1
29279;7012;"Undirected";1
2221;24676;"Undirected";2
13408;27419;"Undirected";5
1618;22334;"Undirected";4
22445;13364;"Undirected";3
11179;6270;"Undirected";1
26420;30788;"Undirected";1
34959;1490;"Undirected";1
27832;26895;"Undirected";2
7832;6369;"Undirected";3
9825;10539;"Undirected";1
30201;32690;"Undirected";6
17962;17420;"Undirected";1
3085;8458;"Undirected";1
32289;36776;"Undirected";10
6929;32690;"Undirected";2
32896;29052;"Undirected";3
19685;7523;"Undirected";1
1498;13473;"Undirected";2
36353;16973;"Undirected";1
17418;26742;"Undirected";1
3410;28618;"Undirected";3
15067;31841;"Undirected";1
36621;6633;"Undirected";3
8984;23477;"Undirected";2
7908;11821;"Undirected";1
28191;32493;"Undirected";2
30469;12520;"Undirected";9
24324;34819;"Undirected";12
1809;8630;"Undirected";1
7012;21857;"Undirected";1
26857;14176;"Undirected";8
32544;26651;"Undirected";2
21530;31043;"Undirected";8
34544;30810;"Undirected";14
4375;432;"Undirected";3
2274;2193;"Undirected";2
19685;26742;"Undirected";2
32896;23623;"Undirected";2
31185;22303;"Undirected";1
4249;14327;"Undirected";1
24098;9831;"Undirected";1
35354;26728;"Undirected";3
23623;30469;"Undirected";3
13408;18003;"Undirected";1
17596;1347;"Undirected";1
33744;7908;"Undirected";3
614;15475;"Undirected";10
15850;29658;"Undirected";6
24249;28291;"Undirected";2
24249;6536;"Undirected";1
2580;16544;"Undirected";3
30443;19425;"Undirected";1
12295;29889;"Undirected";4
9228;31869;"Undirected";1
7757;21350;"Undirected";1
21432;24696;"Undirected";1
3410;13293;"Undirected";2
29164;25633;"Undirected";1
8258;34695;"Undirected";4
19522;12256;"Undirected";2
19425;28852;"Undirected";1
18325;37142;"Undirected";2
36852;18578;"Undirected";3
6103;432;"Undirected";1
21577;30697;"Undirected";2
25398;9757;"Undirected";1
1347;9603;"Undirected";1
3089;740;"Undirected";4
30504;30613;"Undirected";1
25321;31737;"Undirected";17
1618;10030;"Undirected";1
10799;26857;"Undirected";1
10799;11672;"Undirected";2
32289;29423;"Undirected";3
2221;36463;"Undirected";2
14831;37497;"Undirected";1
29279;9825;"Undirected";6
5251;644;"Undirected";3
29279;32544;"Undirected";13
6103;740;"Undirected";2
14531;644;"Undirected";1
23477;29513;"Undirected";1
926;3542;"Undirected";1
11675;562;"Undirected";2
8984;10262;"Undirected";1
32188;6820;"Undirected";2
37142;9927;"Undirected";1
22303;4293;"Undirected";1
3077;36536;"Undirected";2
20122;12988;"Undirected";2
10262;22334;"Undirected";1
25715;10808;"Undirected";17
29539;30443;"Undirected";2
17399;22445;"Undirected";2
11914;33523;"Undirected";1
7730;13940;"Undirected";2
35580;27038;"Undirected";1
35354;15621;"Undirected";1
17596;8783;"Undirected";2
23477;19028;"Undirected";1
37520;33886;"Undirected";3
11473;35942;"Undirected";4
1448;26754;"Undirected";4
16012;3089;"Undirected";2
32964;267;"Undirected";5
30443;21849;"Undirected";1
29946;22963;"Undirected";1
18294;19736;"Undirected";2
37520;30469;"Undirected";1
27419;25971;"Undirected";2
36621;30810;"Undirected";2
33482;32514;"Undirected";9
17925;22894;"Undirected";5
3410;7674;"Undirected";2
24324;29010;"Undirected";18
16673;31050;"Undirected";1
8449;31043;"Undirected";7
7578;6633;"Undirected";2
25067;31841;"Undirected";1
32544;35773;"Undirected";2
16996;8630;"Undirected";1
28978;20266;"Undirected";2
14112;30469;"Undirected";3
15742;21857;"Undirected";1
13293;3499;"Undirected";1
267;5969;"Undirected";2
572;19219;"Undirected";1
34057;12256;"Undirected";12
10528;9647;"Undirected";1
20294;28217;"Undirected";1
926;24696;"Undirected";1
26728;15775;"Undirected";1
4303;30697;"Undirected";1
33523;10838;"Undirected";1
8984;3199;"Undirected";4
17212;35317;"Undirected";1
5030;15999;"Undirected";1
4303;15565;"Undirected";1
37520;37000;"Undirected";2
35374;23418;"Undirected";2
22311;267;"Undirected";1
14097;33900;"Undirected";1
29463;5969;"Undirected";4
32985;24006;"Undirected";2
32544;24860;"Undirected";3
21871;13709;"Undirected";1
17962;33886;"Undirected";2
17212;3512;"Undirected";1
34544;13473;"Undirected";5
6958;25321;"Undirected";5
1347;562;"Undirected";3
30714;4369;"Undirected";1
14349;5030;"Undirected";3
2274;4306;"Undirected";2
6326;28293;"Undirected";7
36165;16008;"Undirected";5
1979;11821;"Undirected";1
13424;943;"Undirected";1
23700;21825;"Undirected";1
5544;28978;"Undirected";1
8630;13912;"Undirected";2
11914;7623;"Undirected";4
13709;32690;"Undirected";1
6929;6270;"Undirected";2
31185;19760;"Undirected";1
29010;11322;"Undirected";1
12659;5030;"Undirected";8
37368;17668;"Undirected";2
15565;7578;"Undirected";1
874;24860;"Undirected";2
34791;24026;"Undirected";1
27419;589;"Undirected";1
21135;7523;"Undirected";1
21350;11738;"Undirected";4
36165;15997;"Undirected";3
21535;26895;"Undirected";4
18325;29052;"Undirected";2
23477;25193;"Undirected";20
16924;24860;"Undirected";4
11933;17925;"Undirected";2
21546;35580;"Undirected";2
32188;1534;"Undirected";2
21432;28852;"Undirected";3
16604;33886;"Undirected";1
15850;13364;"Undirected";10
12659;32562;"Undirected";3
15906;6103;"Undirected";1
36621;29010;"Undirected";7
30528;7991;"Undirected";1
34969;35146;"Undirected";5
926;29920;"Undirected";1
26754;33886;"Undirected";1
16996;17054;"Undirected";1
23477;8449;"Undirected";2
18763;29658;"Undirected";2
32690;7481;"Undirected";2
23297;5030;"Undirected";1
36507;19523;"Undirected";1
23477;11150;"Undirected";3
9786;8783;"Undirected";3
6536;37518;"Undirected";1
24796;37312;"Undirected";2
3199;9497;"Undirected";2
1979;36621;"Undirected";3
1800;249;"Undirected";3
22760;34959;"Undirected";1
24523;34544;"Undirected";6
28740;26140;"Undirected";2
33388;31999;"Undirected";2
14722;1680;"Undirected";3
13372;32964;"Undirected";1
