"Source";"Target";"Type";"Weight"
33886;24006;"Undirected";1
35231;8221;"Undirected";1
24523;37312;"Undirected";1
14095;7984;"Undirected";2
17212;7730;"Undirected";1
21735;21979;"Undirected";3
10925;3796;"Undirected";2
15475;1240;"Undirected";3
24523;35428;"Undirected";2
24026;12326;"Undirected";1
23450;11672;"Undirected";4
572;10925;"Undirected";3
17621;13364;"Undirected";8
874;23163;"Undirected";1
35354;2364;"Undirected";1
12520;29964;"Undirected";12
24304;28291;"Undirected";1
10904;11675;"Undirected";2
13408;14887;"Undirected";1
31924;740;"Undirected";2
34959;29465;"Undirected";2
31999;19736;"Undirected";2
2474;26140;"Undirected";3
7012;21577;"Undirected";1
5697;9927;"Undirected";1
25796;29463;"Undirected";1
13465;690;"Undirected";2
8339;24006;"Undirected";1
12659;9647;"Undirected";1
34868;18070;"Undirected";1
10378;24806;"Undirected";1
10799;12295;"Undirected";1
7078;29502;"Undirected";4
28978;25363;"Undirected";1
28475;28958;"Undirected";1
4249;29513;"Undirected";2
15742;26742;"Undirected";1
4249;35643;"Undirected";1
31105;13266;"Undirected";1
29433;12659;"Undirected";1
3758;23163;"Undirected";4
24007;20343;"Undirected";1
20294;28293;"Undirected";1
21735;32985;"Undirected";2
28978;26754;"Undirected";1
3089;13979;"Undirected";1
15640;34795;"Undirected";4
24952;30613;"Undirected";1
572;26651;"Undirected";1
9242;24324;"Undirected";2
25715;9831;"Undirected";1
26742;9831;"Undirected";2
11559;20477;"Undirected";20
35787;36463;"Undirected";3
11179;3758;"Undirected";1
31185;23492;"Undirected";1
20427;6041;"Undirected";1
24098;20343;"Undirected";1
37064;6041;"Undirected";5
1347;18684;"Undirected";2
32544;7623;"Undirected";3
36710;19419;"Undirected";6
2474;25193;"Undirected";2
11909;7730;"Undirected";1
5794;2154;"Undirected";2
28087;1145;"Undirected";3
13408;19736;"Undirected";1
17399;16973;"Undirected";1
26549;12520;"Undirected";5
15475;32690;"Undirected";6
13818;26857;"Undirected";23
22303;4937;"Undirected";2
2580;14757;"Undirected";1
36045;7481;"Undirected";3
1221;27419;"Undirected";1
7757;36124;"Undirected";1
35580;3058;"Undirected";1
11559;33482;"Undirected";21
17621;8215;"Undirected";1
24523;31869;"Undirected";1
29920;22684;"Undirected";4
21432;9736;"Undirected";1
35826;21380;"Undirected";4
35643;36776;"Undirected";1
15640;36536;"Undirected";2
4926;13979;"Undirected";2
26651;11980;"Undirected";1
11179;5369;"Undirected";1
9786;1680;"Undirected";2
14112;36507;"Undirected";1
27012;16973;"Undirected";1
24026;17547;"Undirected";1
7516;25971;"Undirected";1
31760;10011;"Undirected";7
4298;22694;"Undirected";1
29129;32895;"Undirected";1
11179;21535;"Undirected";2
3077;31999;"Undirected";6
19219;25249;"Undirected";1
1145;19886;"Undirected";1
25321;4298;"Undirected";2
28087;31999;"Undirected";3
27038;15775;"Undirected";1
30443;29010;"Undirected";3
16996;36852;"Undirected";3
1571;10528;"Undirected";5
11986;25715;"Undirected";2
26194;34523;"Undirected";1
1258;32895;"Undirected";1
31918;9825;"Undirected";4
14307;21535;"Undirected";1
21651;7422;"Undirected";1
8458;35372;"Undirected";3
20668;30138;"Undirected";2
26752;1680;"Undirected";4
11211;562;"Undirected";1
29463;26651;"Undirected";2
19419;12520;"Undirected";1
10030;29658;"Undirected";1
4597;26742;"Undirected";1
2776;3192;"Undirected";5
23492;11926;"Undirected";3
30443;24324;"Undirected";8
37368;3512;"Undirected";3
32355;5504;"Undirected";1
25633;4838;"Undirected";3
6820;34875;"Undirected";5
32985;1809;"Undirected";2
17925;23297;"Undirected";2
34959;30648;"Undirected";1
1490;22694;"Undirected";3
37368;9420;"Undirected";2
36165;3796;"Undirected";2
6929;11490;"Undirected";3
27419;21535;"Undirected";11
26194;26688;"Undirected";1
23361;9603;"Undirected";1
8458;8221;"Undirected";1
21535;12256;"Undirected";6
4597;7984;"Undirected";2
17212;6103;"Undirected";1
249;3512;"Undirected";2
6679;19419;"Undirected";1
8984;9603;"Undirected";2
35942;644;"Undirected";4
28124;19785;"Undirected";1
8215;30469;"Undirected";1
31645;8215;"Undirected";1
4249;25193;"Undirected";6
23658;25028;"Undirected";1
10808;7481;"Undirected";2
8855;37368;"Undirected";1
21651;28120;"Undirected";1
7078;22606;"Undirected";1
6958;30504;"Undirected";1
20668;10524;"Undirected";1
33482;20427;"Undirected";6
37520;7078;"Undirected";1
27419;12256;"Undirected";11
16924;31645;"Undirected";2
7238;12256;"Undirected";2
26671;25971;"Undirected";1
11914;25641;"Undirected";1
25067;30528;"Undirected";2
2474;33523;"Undirected";3
21432;19523;"Undirected";3
13709;36463;"Undirected";2
35146;17668;"Undirected";3
36785;6633;"Undirected";1
26728;29052;"Undirected";7
9647;16876;"Undirected";2
874;30201;"Undirected";2
10179;22303;"Undirected";2
36353;21530;"Undirected";3
29279;36785;"Undirected";7
21971;37142;"Undirected";1
16673;25796;"Undirected";2
27134;12256;"Undirected";1
32355;24618;"Undirected";6
11933;25193;"Undirected";3
14095;36776;"Undirected";8
7674;32493;"Undirected";2
32493;18578;"Undirected";2
36353;19523;"Undirected";3
24007;12659;"Undirected";1
34795;21825;"Undirected";2
30610;27134;"Undirected";2
15850;30648;"Undirected";1
23477;21432;"Undirected";6
19886;27038;"Undirected";1
11264;30138;"Undirected";3
9228;17762;"Undirected";1
14349;36536;"Undirected";3
14621;37368;"Undirected";2
1571;20733;"Undirected";1
18294;7908;"Undirected";9
30528;25366;"Undirected";1
29423;30648;"Undirected";1
13709;20266;"Undirected";1
5504;25641;"Undirected";3
15565;36785;"Undirected";9
10179;7674;"Undirected";1
1347;12256;"Undirected";1
1221;19760;"Undirected";1
18391;23418;"Undirected";1
31841;29332;"Undirected";2
13933;34544;"Undirected";8
4303;3089;"Undirected";1
25972;11322;"Undirected";1
3085;644;"Undirected";1
19886;25363;"Undirected";1
30788;31495;"Undirected";1
6679;8221;"Undirected";2
26140;12988;"Undirected";1
34695;32562;"Undirected";1
15912;16996;"Undirected";1
23658;690;"Undirected";1
26140;2154;"Undirected";1
20206;18578;"Undirected";1
18763;34868;"Undirected";1
17762;37324;"Undirected";1
16012;23297;"Undirected";1
31050;36852;"Undirected";5
11264;27162;"Undirected";3
120;16426;"Undirected";1
10011;22694;"Undirected";5
32544;29052;"Undirected";1
21432;23418;"Undirected";1
30138;25193;"Undirected";6
26194;5145;"Undirected";15
26420;25067;"Undirected";3
1800;13364;"Undirected";10
22346;36344;"Undirected";1
18391;32562;"Undirected";8
23216;29465;"Undirected";3
36344;12988;"Undirected";3
19219;4306;"Undirected";1
4249;17212;"Undirected";1
10925;7238;"Undirected";1
26728;35993;"Undirected";1
8215;15999;"Undirected";1
16673;14112;"Undirected";1
21651;26072;"Undirected";1
13709;24006;"Undirected";2
36507;26651;"Undirected";3
32502;3758;"Undirected";5
15850;24006;"Undirected";1
29658;5616;"Undirected";1
11526;19522;"Undirected";2
2580;3077;"Undirected";1
5697;31760;"Undirected";2
6437;12256;"Undirected";3
23418;28120;"Undirected";1
31999;15999;"Undirected";1
30416;16265;"Undirected";2
17399;34695;"Undirected";1
1282;8391;"Undirected";1
25633;27134;"Undirected";4
25971;17054;"Undirected";1
14327;926;"Undirected";1
12659;23418;"Undirected";6
13424;14887;"Undirected";1
27134;10539;"Undirected";1
29889;1680;"Undirected";2
30201;19522;"Undirected";4
1498;24690;"Undirected";1
8215;25820;"Undirected";1
8785;21857;"Undirected";2
10011;11526;"Undirected";2
35643;1490;"Undirected";1
20427;19523;"Undirected";5
26232;7481;"Undirected";5
2943;34795;"Undirected";1
30201;2364;"Undirected";1
15621;25820;"Undirected";1
11473;5969;"Undirected";1
4369;36852;"Undirected";1
14112;12659;"Undirected";7
11738;16008;"Undirected";11
6437;19522;"Undirected";3
16673;8855;"Undirected";3
1680;22694;"Undirected";9
28124;23623;"Undirected";3
35643;20294;"Undirected";1
11933;24249;"Undirected";1
2274;9228;"Undirected";1
15475;29465;"Undirected";2
17925;16544;"Undirected";3
7938;21535;"Undirected";4
17668;4293;"Undirected";1
37290;13668;"Undirected";1
28124;33361;"Undirected";1
20122;929;"Undirected";1
6820;29738;"Undirected";1
28475;23216;"Undirected";2
15640;15067;"Undirected";1
17399;26728;"Undirected";4
29718;23163;"Undirected";2
14887;1498;"Undirected";1
1680;28852;"Undirected";5
32985;27162;"Undirected";2
3796;5251;"Undirected";2
36776;13947;"Undirected";2
6679;35231;"Undirected";3
32964;644;"Undirected";1
21614;6369;"Undirected";2
28475;2364;"Undirected";1
23492;1347;"Undirected";1
1295;14349;"Undirected";1
3077;26549;"Undirected";3
11264;35745;"Undirected";1
30002;28291;"Undirected";1
20266;25641;"Undirected";2
23477;13124;"Undirected";15
27419;34544;"Undirected";9
32355;614;"Undirected";3
4249;572;"Undirected";2
35745;589;"Undirected";1
10711;12295;"Undirected";3
33207;21535;"Undirected";16
33207;30443;"Undirected";2
37142;29205;"Undirected";1
19685;22783;"Undirected";1
37346;29658;"Undirected";3
3410;2364;"Undirected";3
23658;25633;"Undirected";2
6929;9651;"Undirected";5
572;12091;"Undirected";1
28030;29658;"Undirected";1
20733;9831;"Undirected";1
35745;36785;"Undirected";10
9093;33900;"Undirected";1
9825;29332;"Undirected";3
29533;3192;"Undirected";1
32289;18759;"Undirected";2
30201;30810;"Undirected";2
34959;34695;"Undirected";5
926;35677;"Undirected";1
29279;7832;"Undirected";2
1800;13293;"Undirected";1
8339;36536;"Undirected";5
37312;4418;"Undirected";1
35580;14127;"Undirected";2
34791;30613;"Undirected";1
26232;20668;"Undirected";20
6437;31050;"Undirected";2
18763;7674;"Undirected";1
2274;37290;"Undirected";8
37290;34959;"Undirected";1
19219;11933;"Undirected";4
32188;9603;"Undirected";2
9242;29718;"Undirected";4
2776;9603;"Undirected";1
6958;14176;"Undirected";2
32585;28852;"Undirected";3
11559;32562;"Undirected";9
27162;5961;"Undirected";1
14531;5969;"Undirected";4
11672;13473;"Undirected";1
27419;29205;"Undirected";3
16673;35745;"Undirected";5
9647;14251;"Undirected";1
26100;11559;"Undirected";4
2474;29129;"Undirected";1
25971;7238;"Undirected";1
36621;16008;"Undirected";1
23477;7516;"Undirected";3
26857;15475;"Undirected";3
9927;31841;"Undirected";3
35580;20427;"Undirected";3
15565;32514;"Undirected";6
13293;32514;"Undirected";2
21432;27832;"Undirected";5
30229;20206;"Undirected";1
23418;12091;"Undirected";2
31165;5049;"Undirected";2
17925;9242;"Undirected";9
15565;29738;"Undirected";1
24618;22694;"Undirected";5
11473;36463;"Undirected";2
13124;19425;"Undirected";2
37324;7730;"Undirected";1
14831;27134;"Undirected";7
16673;17668;"Undirected";2
31918;17668;"Undirected";3
19736;24860;"Undirected";1
32562;29889;"Undirected";4
36165;18763;"Undirected";1
6929;1680;"Undirected";11
33207;9647;"Undirected";6
30616;34695;"Undirected";2
30528;13947;"Undirected";9
19028;9825;"Undirected";1
2959;37312;"Undirected";1
120;6041;"Undirected";1
11675;36045;"Undirected";6
29920;18677;"Undirected";2
34544;35993;"Undirected";1
14831;33744;"Undirected";1
31645;22445;"Undirected";2
4303;1448;"Undirected";7
16012;9242;"Undirected";1
24618;4369;"Undirected";1
1295;8391;"Undirected";3
27419;16744;"Undirected";4
1282;6820;"Undirected";4
29718;20266;"Undirected";4
25193;29332;"Undirected";2
32896;34875;"Undirected";4
22894;35580;"Undirected";2
19522;30469;"Undirected";2
8783;15997;"Undirected";3
35942;32690;"Undirected";2
33886;36463;"Undirected";2
17925;36852;"Undirected";1
34969;13940;"Undirected";1
36353;3512;"Undirected";2
21135;22334;"Undirected";4
15565;26651;"Undirected";2
26728;31999;"Undirected";1
30616;31943;"Undirected";1
34868;22694;"Undirected";3
1571;30443;"Undirected";2
28087;33482;"Undirected";2
16540;32690;"Undirected";3
23477;36383;"Undirected";9
21530;22684;"Undirected";4
4249;36045;"Undirected";12
21535;20733;"Undirected";14
35942;9603;"Undirected";1
17762;3512;"Undirected";1
29513;35374;"Undirected";1
7984;10808;"Undirected";1
19219;31050;"Undirected";6
36271;21614;"Undirected";1
1800;31760;"Undirected";13
14112;32895;"Undirected";9
12659;9863;"Undirected";1
26194;20477;"Undirected";4
5251;35745;"Undirected";1
37520;25715;"Undirected";2
28191;30613;"Undirected";1
34969;14176;"Undirected";3
29718;13665;"Undirected";12
4249;5499;"Undirected";4
13293;33247;"Undirected";4
10030;8630;"Undirected";1
4249;22894;"Undirected";8
32289;36212;"Undirected";8
16673;34868;"Undirected";1
35374;7984;"Undirected";2
17399;4369;"Undirected";3
6103;7984;"Undirected";1
30610;16544;"Undirected";1
17668;7832;"Undirected";1
15475;17668;"Undirected";1
17418;2643;"Undirected";1
18070;16544;"Undirected";3
9228;10179;"Undirected";1
24523;16673;"Undirected";1
5697;7938;"Undirected";1
37346;3410;"Undirected";4
432;4838;"Undirected";2
1800;11821;"Undirected";1
28087;25028;"Undirected";1
37000;27103;"Undirected";1
19288;18070;"Undirected";1
572;35826;"Undirected";2
21350;9420;"Undirected";3
26941;12520;"Undirected";1
6326;27038;"Undirected";2
25398;4418;"Undirected";2
11675;10808;"Undirected";4
14251;644;"Undirected";1
14251;17668;"Undirected";1
23623;18677;"Undirected";5
6929;25366;"Undirected";1
12288;14531;"Undirected";1
21979;5499;"Undirected";1
17962;37312;"Undirected";2
22963;37497;"Undirected";1
8785;4639;"Undirected";2
35354;26742;"Undirected";1
6437;22528;"Undirected";4
20122;21432;"Undirected";4
21825;13979;"Undirected";1
3199;27134;"Undirected";4
36463;25641;"Undirected";1
37324;9651;"Undirected";5
11933;20668;"Undirected";2
6820;36785;"Undirected";3
14176;1145;"Undirected";3
30057;562;"Undirected";1
26728;35794;"Undirected";1
5610;32188;"Undirected";4
35372;25641;"Undirected";1
19419;11638;"Undirected";1
14327;22302;"Undirected";1
24026;36271;"Undirected";1
11738;22694;"Undirected";8
7700;22606;"Undirected";1
20122;22303;"Undirected";1
1145;9825;"Undirected";1
10011;29332;"Undirected";2
36165;36045;"Undirected";10
28124;13124;"Undirected";2
16924;31760;"Undirected";1
31050;16544;"Undirected";1
6536;13979;"Undirected";2
35826;19736;"Undirected";1
30138;29964;"Undirected";6
32493;30469;"Undirected";1
36710;14176;"Undirected";3
9927;35580;"Undirected";2
32964;33576;"Undirected";1
17596;36507;"Undirected";4
9927;34969;"Undirected";2
6679;11738;"Undirected";1
5145;8223;"Undirected";1
16973;3796;"Undirected";4
3542;24324;"Undirected";1
36010;15850;"Undirected";4
14621;7523;"Undirected";1
3939;4375;"Undirected";1
31341;28217;"Undirected";1
20427;11986;"Undirected";1
22334;8221;"Undirected";2
3058;25193;"Undirected";1
29920;19886;"Undirected";1
13124;15067;"Undirected";1
26140;29658;"Undirected";2
35865;12520;"Undirected";2
120;1680;"Undirected";2
2474;11909;"Undirected";2
14349;34875;"Undirected";9
19685;26232;"Undirected";4
16744;24324;"Undirected";1
14831;34969;"Undirected";3
1498;13967;"Undirected";1
35826;25067;"Undirected";3
11473;21432;"Undirected";1
28740;3192;"Undirected";2
13424;11473;"Undirected";1
9927;17054;"Undirected";5
943;15067;"Undirected";5
27419;3421;"Undirected";1
9130;18578;"Undirected";4
17855;21530;"Undirected";1
926;26895;"Undirected";1
26549;20266;"Undirected";1
12256;11490;"Undirected";6
6437;14725;"Undirected";2
6679;2221;"Undirected";2
26728;5969;"Undirected";4
19812;3192;"Undirected";1
8984;5961;"Undirected";1
19219;32985;"Undirected";3
2580;22894;"Undirected";1
34969;32514;"Undirected";4
14127;31043;"Undirected";6
11986;14127;"Undirected";1
10524;33900;"Undirected";3
21463;21129;"Undirected";1
12326;32493;"Undirected";2
9927;15640;"Undirected";6
24098;1282;"Undirected";2
4965;36383;"Undirected";3
15565;36163;"Undirected";2
20427;9603;"Undirected";4
35428;6412;"Undirected";1
34959;21530;"Undirected";4
7908;32514;"Undirected";1
11672;17030;"Undirected";1
15640;33361;"Undirected";1
21651;14531;"Undirected";2
23658;11672;"Undirected";7
11559;30798;"Undirected";3
21380;29895;"Undirected";1
20122;13266;"Undirected";2
6929;4639;"Undirected";1
17212;5616;"Undirected";2
31185;12988;"Undirected";1
35826;28191;"Undirected";2
21135;2364;"Undirected";2
26232;2154;"Undirected";1
27012;22445;"Undirected";2
25597;23418;"Undirected";1
3199;29423;"Undirected";1
614;16744;"Undirected";2
25633;14531;"Undirected";1
14194;25366;"Undirected";1
8855;589;"Undirected";1
9863;12520;"Undirected";2
36212;3499;"Undirected";1
18325;36776;"Undirected";2
23658;19736;"Undirected";3
26232;33247;"Undirected";8
28087;4639;"Undirected";1
7578;25715;"Undirected";2
13912;1680;"Undirected";2
36776;25971;"Undirected";5
11914;1571;"Undirected";1
8339;9831;"Undirected";1
6326;37324;"Undirected";3
8339;29465;"Undirected";1
28191;7730;"Undirected";8
24523;34969;"Undirected";1
8258;25972;"Undirected";1
14327;31999;"Undirected";1
19219;18578;"Undirected";7
36710;4189;"Undirected";1
26549;6369;"Undirected";5
32896;12288;"Undirected";3
24806;7984;"Undirected";5
7623;31495;"Undirected";1
614;4838;"Undirected";3
17054;13364;"Undirected";3
16673;29052;"Undirected";1
9786;25796;"Undirected";1
36785;9497;"Undirected";7
23477;14008;"Undirected";4
14831;31341;"Undirected";1
26549;5616;"Undirected";4
36507;29463;"Undirected";2
10378;17054;"Undirected";1
10011;23623;"Undirected";3
32985;29964;"Undirected";8
18578;28852;"Undirected";2
1571;25193;"Undirected";3
30697;3512;"Undirected";2
35677;26694;"Undirected";1
24098;9420;"Undirected";1
11672;29718;"Undirected";5
36165;22303;"Undirected";7
1349;35745;"Undirected";1
32964;3192;"Undirected";9
27134;27832;"Undirected";2
25633;20427;"Undirected";4
35677;12520;"Undirected";2
16544;14725;"Undirected";1
13715;24860;"Undirected";2
25249;9497;"Undirected";1
4375;9603;"Undirected";2
3077;13940;"Undirected";2
13933;7730;"Undirected";5
11264;11322;"Undirected";1
23477;17861;"Undirected";3
30443;5504;"Undirected";2
1295;21735;"Undirected";2
23216;8339;"Undirected";1
16673;631;"Undirected";1
37000;21463;"Undirected";5
929;4293;"Undirected";1
13266;24082;"Undirected";2
26857;32562;"Undirected";8
28124;33207;"Undirected";3
33207;8215;"Undirected";9
30528;24006;"Undirected";4
929;20427;"Undirected";3
21644;9497;"Undirected";1
32502;29010;"Undirected";14
21651;14251;"Undirected";1
1743;4926;"Undirected";1
36710;35826;"Undirected";2
13465;10808;"Undirected";1
4249;7523;"Undirected";5
30229;9242;"Undirected";1
23450;11986;"Undirected";1
14349;26549;"Undirected";7
35406;8221;"Undirected";1
10011;36010;"Undirected";1
34795;21463;"Undirected";4
15640;34544;"Undirected";16
13912;16265;"Undirected";1
15999;4937;"Undirected";3
7623;11675;"Undirected";4
8984;26194;"Undirected";3
30504;10456;"Undirected";1
31761;37324;"Undirected";1
31165;740;"Undirected";4
7238;28618;"Undirected";1
37064;7078;"Undirected";1
27159;27134;"Undirected";1
16265;22311;"Undirected";2
25366;3512;"Undirected";3
21350;15640;"Undirected";7
1295;5616;"Undirected";1
10808;432;"Undirected";1
23450;8221;"Undirected";2
32895;28852;"Undirected";6
31918;15997;"Undirected";1
32289;21350;"Undirected";2
29423;24965;"Undirected";1
24304;21784;"Undirected";1
2943;2580;"Undirected";1
37142;26232;"Undirected";3
35826;14531;"Undirected";4
10011;8223;"Undirected";1
4937;21463;"Undirected";4
9603;13979;"Undirected";2
35677;5969;"Undirected";1
3199;21871;"Undirected";2
31761;9497;"Undirected";1
36710;1490;"Undirected";2
21971;24774;"Undirected";1
23623;9497;"Undirected";3
1979;15565;"Undirected";12
37346;30573;"Undirected";2
16540;11672;"Undirected";1
13905;17668;"Undirected";2
2959;9863;"Undirected";1
29279;22783;"Undirected";1
15640;30697;"Undirected";5
1295;36010;"Undirected";1
13266;8221;"Undirected";2
33388;8449;"Undirected";3
30229;35580;"Undirected";1
25028;36353;"Undirected";2
36271;22684;"Undirected";3
28087;37368;"Undirected";1
943;7700;"Undirected";1
20206;20343;"Undirected";2
17547;8215;"Undirected";3
10262;14127;"Undirected";1
26728;9863;"Undirected";4
36124;11980;"Undirected";1
37142;36212;"Undirected";4
4249;28030;"Undirected";2
20668;21651;"Undirected";5
3421;34819;"Undirected";1
7938;28852;"Undirected";1
35643;6929;"Undirected";1
33886;31869;"Undirected";4
21735;26420;"Undirected";9
30528;13293;"Undirected";5
23450;10653;"Undirected";1
7078;30528;"Undirected";2
31918;26742;"Undirected";2
28087;26933;"Undirected";2
28751;644;"Undirected";3
29279;21849;"Undirected";5
25633;23216;"Undirected";1
1349;4332;"Undirected";1
9786;32562;"Undirected";3
4926;1448;"Undirected";2
30229;9093;"Undirected";3
33247;9863;"Undirected";3
23623;8339;"Undirected";1
21350;1490;"Undirected";2
22346;30798;"Undirected";1
36212;10011;"Undirected";5
1743;3758;"Undirected";1
30443;31341;"Undirected";2
24649;21614;"Undirected";1
27912;36463;"Undirected";2
6633;13940;"Undirected";1
18325;21614;"Undirected";1
33247;7938;"Undirected";1
16924;35643;"Undirected";2
8783;5049;"Undirected";1
14251;25193;"Undirected";1
9242;9736;"Undirected";3
8449;28191;"Undirected";1
6412;13947;"Undirected";1
24523;3512;"Undirected";3
13818;18763;"Undirected";2
26100;8855;"Undirected";1
34791;35580;"Undirected";1
35231;25971;"Undirected";4
29920;30648;"Undirected";2
29423;4375;"Undirected";1
23623;17668;"Undirected";1
15912;34695;"Undirected";1
23477;14112;"Undirected";14
7908;9228;"Undirected";5
21577;31633;"Undirected";4
26857;14251;"Undirected";2
1571;35374;"Undirected";4
4332;9736;"Undirected";1
12520;19425;"Undirected";1
36165;1498;"Undirected";4
25398;12659;"Undirected";6
10799;11559;"Undirected";3
13897;37064;"Undirected";2
36710;29964;"Undirected";6
31185;23450;"Undirected";1
35146;10808;"Undirected";4
23658;14831;"Undirected";4
29889;22528;"Undirected";4
9863;10808;"Undirected";1
34544;1240;"Undirected";3
1221;30613;"Undirected";1
31737;12520;"Undirected";1
13424;26232;"Undirected";3
24249;36463;"Undirected";2
24952;17668;"Undirected";1
13293;6270;"Undirected";2
24523;19523;"Undirected";1
31760;34959;"Undirected";1
21380;19028;"Undirected";1
29465;13665;"Undirected";6
33886;33576;"Undirected";1
26728;36010;"Undirected";1
36353;21849;"Undirected";1
30443;14531;"Undirected";2
9093;5794;"Undirected";10
5369;30469;"Undirected";1
21971;21849;"Undirected";2
6326;16008;"Undirected";2
2580;24249;"Undirected";1
36776;28217;"Undirected";1
7938;29010;"Undirected";3
3058;22684;"Undirected";1
3199;37000;"Undirected";1
30788;13933;"Undirected";5
14176;8855;"Undirected";3
18325;28852;"Undirected";2
8215;10808;"Undirected";5
24618;17668;"Undirected";5
24098;19760;"Undirected";1
37064;36463;"Undirected";8
29920;7984;"Undirected";1
614;26072;"Undirected";1
3410;21535;"Undirected";11
31918;25193;"Undirected";3
34544;7523;"Undirected";2
8785;30201;"Undirected";4
32985;28293;"Undirected";1
36165;19272;"Undirected";2
14176;9647;"Undirected";2
11264;31495;"Undirected";1
9863;26072;"Undirected";1
2474;11473;"Undirected";1
28978;13709;"Undirected";2
21135;27419;"Undirected";7
11559;23418;"Undirected";3
1680;32895;"Undirected";5
14095;11638;"Undirected";3
25796;33886;"Undirected";2
15850;26742;"Undirected";2
20122;3055;"Undirected";1
17030;15067;"Undirected";2
7173;9831;"Undirected";1
29463;31869;"Undirected";1
24324;21535;"Undirected";23
31165;26688;"Undirected";1
28978;34875;"Undirected";8
13424;36507;"Undirected";6
36165;26933;"Undirected";2
30229;27134;"Undirected";3
37346;12659;"Undirected";2
21577;23216;"Undirected";8
21577;644;"Undirected";3
34795;33886;"Undirected";2
30182;3512;"Undirected";1
11211;11738;"Undirected";1
6958;3089;"Undirected";1
15999;9831;"Undirected";2
34969;29010;"Undirected";12
23492;5961;"Undirected";1
15912;23623;"Undirected";1
32355;21735;"Undirected";1
19760;30810;"Undirected";1
13715;9603;"Undirected";1
3199;26895;"Undirected";1
36212;32502;"Undirected";5
28475;29533;"Undirected";1
13940;17454;"Undirected";1
8984;33482;"Undirected";1
6536;33361;"Undirected";1
1448;8855;"Undirected";1
28751;1680;"Undirected";3
34969;15850;"Undirected";5
27419;9242;"Undirected";3
1258;13947;"Undirected";1
9242;4418;"Undirected";1
13665;644;"Undirected";3
29423;33482;"Undirected";2
37346;1347;"Undirected";1
11559;11980;"Undirected";2
18763;10808;"Undirected";1
26728;14722;"Undirected";1
25820;28293;"Undirected";1
34695;4293;"Undirected";2
23477;17454;"Undirected";12
24098;36045;"Undirected";1
13124;21825;"Undirected";3
28087;24860;"Undirected";1
18325;29010;"Undirected";5
29502;14251;"Undirected";2
929;36010;"Undirected";1
32188;37324;"Undirected";1
5697;30469;"Undirected";4
3939;1490;"Undirected";1
30201;29052;"Undirected";4
20122;19419;"Undirected";1
37142;8785;"Undirected";1
3199;7578;"Undirected";1
19419;16008;"Undirected";2
24098;267;"Undirected";5
32562;22301;"Undirected";1
7623;24676;"Undirected";1
23477;21871;"Undirected";8
4303;25715;"Undirected";6
29718;5049;"Undirected";1
32140;34875;"Undirected";6
22606;36045;"Undirected";2
26140;16544;"Undirected";12
5610;21871;"Undirected";4
29279;17418;"Undirected";2
13408;16012;"Undirected";2
24007;32562;"Undirected";5
4909;12679;"Undirected";1
7078;644;"Undirected";2
34544;267;"Undirected";11
22528;644;"Undirected";5
37420;22334;"Undirected";1
12659;29889;"Undirected";9
1571;5734;"Undirected";2
17054;2364;"Undirected";1
22334;31918;"Undirected";3
11559;30616;"Undirected";2
2474;36507;"Undirected";3
34959;32493;"Undirected";8
24618;36776;"Undirected";6
9242;21979;"Undirected";1
36621;18621;"Undirected";1
17762;34795;"Undirected";1
26742;4046;"Undirected";1
17418;6633;"Undirected";1
17925;35773;"Undirected";1
3199;24860;"Undirected";4
27103;13912;"Undirected";1
25249;13947;"Undirected";2
29279;30469;"Undirected";8
614;22684;"Undirected";2
15640;11980;"Undirected";2
28293;3192;"Undirected";1
36124;25193;"Undirected";2
7984;11821;"Undirected";2
8630;29010;"Undirected";2
14307;28475;"Undirected";1
35372;12797;"Undirected";1
3758;28852;"Undirected";7
5961;29052;"Undirected";2
20294;2364;"Undirected";1
23658;13364;"Undirected";9
6412;11672;"Undirected";6
5610;36536;"Undirected";1
36710;29889;"Undirected";3
11638;23786;"Undirected";1
23361;8630;"Undirected";1
29433;21577;"Undirected";1
17547;13665;"Undirected";1
31165;1498;"Undirected";1
22303;20733;"Undirected";3
26549;37312;"Undirected";3
26933;10808;"Undirected";2
17547;17621;"Undirected";2
20294;28852;"Undirected";5
37142;23113;"Undirected";1
6536;10838;"Undirected";3
31759;36045;"Undirected";3
5610;7991;"Undirected";1
3410;24324;"Undirected";3
26140;5049;"Undirected";2
32544;6929;"Undirected";3
572;37497;"Undirected";1
17547;25715;"Undirected";6
2221;21148;"Undirected";1
32140;30182;"Undirected";1
20294;22694;"Undirected";3
14194;26549;"Undirected";2
22606;29052;"Undirected";1
30138;18904;"Undirected";1
35787;34875;"Undirected";1
26100;3512;"Undirected";2
20266;3512;"Undirected";9
5030;23623;"Undirected";2
11473;10528;"Undirected";1
23658;1618;"Undirected";3
21350;27162;"Undirected";2
30416;18677;"Undirected";1
26933;9647;"Undirected";1
21577;10030;"Undirected";1
3077;15621;"Undirected";1
19425;33900;"Undirected";2
21971;33523;"Undirected";3
8339;13947;"Undirected";1
34819;19272;"Undirected";7
17399;6929;"Undirected";3
29920;8783;"Undirected";3
13424;33523;"Undirected";1
22760;27038;"Undirected";5
3192;29052;"Undirected";8
4909;22606;"Undirected";6
30416;1680;"Undirected";2
32140;11264;"Undirected";1
31105;22445;"Undirected";2
32985;26651;"Undirected";1
30613;24856;"Undirected";2
1498;22302;"Undirected";1
